transcription,rewritten_transcript,translation,decoded_phonemes,split
kə̀və̀lɛ̀ðɔ́ ðáŋâl ùnɛ́ɾɛ̀,kə̀və̀lɛ̀ðɔ́ ðáŋâl ùnɛ́ɾɛ́,The sheep pulled him/her here yesterday.,k l e ð o ð a ŋ a l u n a ɾ e,train
kə̀və̀lɛ̀ðɔ́ ðáŋâl ùnɛ́ɾɛ̀,kə̀və̀lɛ̀ðɔ́ ðáŋâl ùnɛ́ɾɛ́,n/a,e a k v l e ð o ð a a l o n a ɾ e,train
kə̀və̀lɛ̀ðɔ́ ðáŋâl ùnɛ́ɾɛ̀,kə̀və̀lɛ̀ðɔ́ ðáŋâl ùnɛ́ɾɛ́,n/a,k o l ɛ ð o v a ŋ a l o n e ɾ e,train
kə̀və̀lɛ̀ðɔ́ ðáŋâl ùnɛ́ɾɛ̀,kə̀və̀lɛ̀ðɔ́ ðáŋâl ùnɛ́ɾɛ́,n/a,k b l e ð o ð a a l ʊ n a ɾ,train
kàŋvə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,kàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,It (sheep) pulled him/her away yesterday,k a ŋ b l e ð e o n n a ɾ,train
kàŋvə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,kàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,k a ŋ v l e ð e o n e ɾ,train
kǎl̀və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,káĺ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,They pulled him away yesterday,k a l v l e ð e o n e ɾ e,train
kǎl̀və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,káĺ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,They pulled him away yesterday,k a l b l ə ð ɛ ɔ n ɛ ɾ ə,train
ka kàŋvə́lɛ̂ðɛ̌ ùnɛ́ɾɛ̀,kà kà və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,k a k a ŋ v l e ð e n e r e,train
kàŋvə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,kàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,k a b l e ð ʊ n a ɾ,train
kàŋvə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,kàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,k a ŋ b ɾ ɛ ð ə n a ɾ e,train
kə̀və̀lɛ̀ðɔ̂l ùnɛ́ɾɛ̀,kə̀və̀lɛ̀ðɔ́l ùnɛ́ɾɛ́,It/one/they pulled him/her here yesterday,k o v l e ð o l ʊ n a ɾ e,train
kə̀və̀lɛ̀ðɔ̂l ùnɛ́ɾɛ̀,kə̀və̀lɛ̀ðɔ́l ùnɛ́ɾɛ́,n/a,k v l e ð o l ʊ n a ɾ e,train
kə̀və̀lɛ̀ðɔ̂l ùnɛ́ɾɛ̀,kə̀və̀lɛ̀ðɔ́l ùnɛ́ɾɛ́,n/a,k o l e ð o l o n e ɾ e,train
kə̀və̀lɛ̀ðɔ́ŋ unɛɾɛ,kə̀və̀lɛ̀ðɔ́ŋ ùnɛ́ɾɛ́,He/it pulled him here yesterday,k o v l e ð o ʊ n a ɾ e,train
kə̀və̀lɛ̀ðɔ́ŋ unɛɾɛ,kə̀və̀lɛ̀ðɔ́ŋ ùnɛ́ɾɛ́,n/a,k v l e ð a ʊ n r ɛ,train
jə̀və̀lɛ̀ðɔ́ŋ ùnɛ́ɾɛ̀,jə̀və̀lɛ̀ðɔ́ŋ ùnɛ́ɾɛ́,He/it pulled him (the boy) here yesterday,j a i e v l e ð a ʊ n e ɾ e,train
jə̀və̀lɛ̀ðɔ́ŋ ùnɛ́ɾɛ̀,jə̀və̀lɛ̀ðɔ́ŋ ùnɛ́ɾɛ́,n/a,j v l e l a ŋ o n a r e,train
jə̀və̀lɛ̀ðɔ́ŋ ùnɛ́ɾɛ̀,jə̀və̀lɛ̀ðɔ́ŋ ùnɛ́ɾɛ́,n/a,h i v l ɛ ð ɔ n ɛ r e,train
jàŋvə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,jàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,It pulled him (boy) away,i a i a ŋ v l e ð e ʊ n e ɾ e,train
jàŋvə́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,jàŋɛ̂ və̀lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,ŋ o l e ð o n e r e,train
án ɔ́ɟɔ́ kíjɔ́ únɛ́rɛ̀,ân ɔ́ɾɔ́ kíjɔ́ únɛ́ɾɛ́,Who ate (it) yesterday? ,a n o ɟ o k ɛ i o ɔ n n a ɾ ə,train
àn ɔ́ɟɔ́ kârɔ́gɛ́ ùrnɔ̀ kìjó ùnɛ̀rɛ̀,àn ɔ́ɾɔ́ kàɾɔ́gɛ́ ùrnɔ̀ kìjɔ́ ùnɛ́ɾɛ́,Who did grandfather say ate (it) yesterday? ,ə n o ɟ o k a r ʊ ɡ ɛ ʊ r n o k ɪ o ʊ n a b ə,train
àn ɔ́ɟɔ́ kârɔ́gɛ́ ùrnɔ̀ kìjó ùnɛ̀rɛ̀,àn ɔ́ɾɔ́ kàɾɔ́gɛ́ ùrnɔ̀ kìjɔ́ ùnɛ́ɾɛ́,n/a,ə n o ɟ o k a r o ɡ e k ʊ r n o i ʊ n a r e,train
àn ɔ́ɟɔ́ kârɔ́gɛ́ ùrnɔ̀ kìjó ùnɛ̀rɛ̀,àn ɔ́ɾɔ́ kàɾɔ́gɛ́ ùrnɔ̀ kìjɔ́ ùnɛ́ɾɛ́,n/a,a n o ɟ o k a r ʊ ɡ e ʊ r n o k ɪ j o ʊ n e ɾ ə,train
ǎn ǒndè kárɔ́gɛ́ ùrnɔ̀ kìjó únɛ̀rɛ̀,ân ǒndè káɾɔ́gɛ́ ùrnɔ̀ kìjɔ́ únɛ́ɾɛ́,What did grandfather say ate it yesterday? ,ə n o n d e k a r o ɡ e u ɾ n o k ɪ o ʊ n e ɾ e,train
àń ɔ́ɟɔ́ kârɔ́gɛ́ ûrnɔ̀ kìjó únɛ́rɛ̀,àn ɔ́ɾɔ́ kàɾɔ́gɛ́ úrnɔ̀ kìjɔ́ únɛ́ɾɛ́,Who did grandfather say ate it yesterday? ,a n o ɟ o k a r o ɡ e ʊ r n ɔ k ɪ j o u n e r,train
àń ɔ́ɟɔ́ kârɔ́gɛ́ ûrnɔ̀ kìjó únɛ́rɛ̀,àn ɔ́ɾɔ́ kàɾɔ́gɛ́ úrnɔ̀ kìjɔ́ únɛ́ɾɛ́,n/a,a n o ɟ o k a r o ɡ e ʊ r n k ɪ j o ʊ n e ɾ,train
àń ɔ́ɟɔ́ kârɔ́gɛ́ ûrnɔ̀ kìjó únɛ́rɛ̀,àn ɔ́ɾɔ́ kàɾɔ́gɛ́ úrnɔ̀ kìjɔ́ únɛ́ɾɛ́,n/a,a n o ɟ o k a r ʊ ɡ e u r n ɔ k i o n e r e,train
àń ɔ́ɟɔ́ kârɔ́gɛ́ ûrnɔ̀ kìjó únɛ́rɛ̀,àn ɔ́ɾɔ́ kàɾɔ́gɛ́ úrnɔ̀ kìjɔ́ únɛ́ɾɛ́,n/a,a n o ɟ o k a r o ɡ e u r n ɔ k ɪ u n e ɾ,train
àń ɔ́ɟɔ́ kârɔ́gɛ́ ûrnɔ̀ kìjó únɛ́rɛ̀,àn ɔ́ɾɔ́ kàɾɔ́gɛ́ úrnɔ̀ kìjɔ́ únɛ́ɾɛ́,n/a,ə n o ɟ o k a r ɡ e ʊ r n o k ɪ o ʊ n e ɾ e,train
àń ɔ́ɟɔ́ kârɔ́gɛ́ ûrnɔ̀ kìjó únɛ́rɛ̀,àn ɔ́ɾɔ́ kàɾɔ́gɛ́ úrnɔ̀ kìjɔ́ únɛ́ɾɛ́,n/a,ə n o ɟ o k a r b ə ʊ r n a k ɪ j o ʊ n e ɾ ə,train
áŋí ɲéról áŋí ɲáré dè,áŋì ɲə́r̀ɔ́l áŋì ɲáɾɛ̀ dɛ̀,Can you hear us? Or can't you hear us?,a m ɪ e ɾ o l a n i a r d e,train
ùrnɔ̀ kàró ðìjó kúkù ùnɛ̀rɛ̀,ùrnɔ̀ kàɾó ðìjɔ́ kúkù ùnɛ́ɾɛ́,grandfather said that Kuku ate it (sheep) yesterday,u r n o k a r o v i j o k u k u ʊ n e r e,train
ùrnɔ̀ kàró ðìjó kúkù ùnɛ̀rɛ̀,ùrnɔ̀ kàɾó ðìjɔ́ kúkù ùnɛ́ɾɛ́,grandfather said that Kuku ate it (sheep) yesterday,u r n o j o k a ɾ o v ɪ j o k u k u u e r e,train
ùrnɔ̀ kàró ðìjó kúkù ùnɛ̀rɛ̀,ùrnɔ̀ kàɾó ðìjɔ́ kúkù ùnɛ́ɾɛ́,grandfather said that Kuku ate it (sheep) yesterday,u ɾ n o k a ɾ o ð ɪ o k u k u n e r e,train
ùrnɔ̀ kàró ðìjó kúkù ùnɛ̀rɛ̀,ùrnɔ̀ kàɾó ðìjɔ́ kúkù ùnɛ́ɾɛ́,grandfather said that Kuku ate it (sheep) yesterday,u ɾ n o k a ɾ o ð i j o k u k u ʊ n e ɾ e,train
ùrnɔ̀ kàró ðìjó kúkù ùnɛ̀rɛ̀,ùrnɔ̀ kàɾó ðìjɔ́ kúkù ùnɛ́ɾɛ́,n/a,o ɾ n a ð o k a r o ð ɪ j o k u k u u n a r e,train
ùrnɔ̀ kàró ðìjó kúkù ùnɛ̀rɛ̀,ùrnɔ̀ kàɾó ðìjɔ́ kúkù ùnɛ́ɾɛ́,n/a,u r n o k a r o v e j a k u k u u n a r e,train
ùrnɔ̀ kàró ðìjó kúkù ùnɛ̀rɛ̀,ùrnɔ̀ kàɾó ðìjɔ́ kúkù ùnɛ́ɾɛ́,n/a,o r n o l k a ɾ o ð ɪ a k u k o ʊ n n a ɾ e,train
ðàɾɔ̌ðɛ́ ùrnɔ̀ ðìjɔ́ ɔ́ɟɔ́ únɛ̀rɛ̀,ðàɾɔ́ðɛ́ ùrnɔ̀ ðìjɔ́ ɔ́ɾɔ́ únɛ́ɾɛ́,Who did grandffather say ate it (the sheep) yesterday?,l a r o ð a ʊ ɾ n o ð ɪ ɔ o ɟ o ʊ n e ɾ e,train
ðàɾɔ̌ðɛ́ ùrnɔ̀ ðìjɔ́ ɔ́ɟɔ́ únɛ̀rɛ̀,ðàɾɔ́ðɛ́ ùrnɔ̀ ðìjɔ́ ɔ́ɾɔ́ únɛ́ɾɛ́,n/a,v a r o ð e u r n ɔ ð ɪ o o ɟ o u n e r,train
kúkù gdɔ̀ɽðɔ̀t̪ɔ́ lə́bò,kúkù kə́dɔ̀ɽðàt̪ɔ́ lə́bó,Kuku fixed the ball,k o k ʊ k d̪ o r ð ə t̪ o l o b o,train
kúkù gdɔ̀ɽðɔ̀t̪ɔ́ lə́bò,kúkù kə́dɔ̀ɽðàt̪ɔ́ lə́bó,n/a,k u k ʊ k d̪ ə r ð ə t̪ ɔ l o b o,train
kúkù gdɔ̀ɽðɔ̀t̪ɔ́ lə́bò,kúkù kə́dɔ̀ɽðàt̪ɔ́ lə́bó,n/a,k o k o k d̪ o ɾ ð ə t̪ o l o b o,train
kúkù gdɔ̀ɽðɔ̀t̪ɔ́ lə́bǒ únɛ̀rɛ̀,kúkù kə́dɔ̀ɽðàt̪ɔ́ lə́bó únɛ́ɾɛ́,Kuku fixed the ball yesterday,k u k ʊ ð l a t̪ ɔ l b o o n a ɾ e,train
kúkù kdɔ̀ɽðɔ̀t̪ɔ́ lə́bô,kúkù kə́dɔ̀ɽðàt̪ɔ́ lə́bó,Kuku fixed the ball,k u k ʊ k d̪ a r ð a t̪ ɔ l o b o,train
kúkù ŋgwɔ̀t̪ɔ́ lə́bò,kúkù ŋə̀kwɔ̀t̪ɔ́ lə́bó,Kuku repaired the ball,k ʊ k ʊ ɡ o t̪ o l o b o,train
kúkù ŋgwɔ̀t̪ɔ́ lə́bò,kúkù ŋə̀kwɔ̀t̪ɔ́ lə́bó,n/a,k ʊ k o ŋ ɡ ɔ t̪ ɔ l b o,train
lə̀dɔɽðɔ̀t̪ɔ́ kúkù,lə̀dɔ̀ɽðàt̪ɔ́ kúkù,Kuku fixed it (= CLl the ball),d̪ a r ð a t̪ o k u k u,train
lə̀dɔɽðɔ̀t̪ɔ́ kúkù,lə̀dɔ̀ɽðàt̪ɔ́ kúkù,n/a,d̪ a r ð ə t̪ o k u k ʊ,train
lə̀dɔɽðɔ̀t̪ɔ́ kúkù,lə̀dɔ̀ɽðàt̪ɔ́ kúkù,n/a,l a d̪ a r l a t̪ o k o k o,train
lə̀dɔɽðɔ̀t̪ɔ́ kúkù,lə̀dɔ̀ɽðàt̪ɔ́ kúkù,n/a,l a d̪ a r ð ə t̪ o k u k o,train
lə̀dɔɽðɔ̀t̪ɔ́ kúkù,lə̀dɔ̀ɽðàt̪ɔ́ kúkù,n/a,l d̪ r ð ə t̪ o k u k u,train
lə̀gwɔ̀t̪ɔ́ kúkù,lə̀kwɔ̀t̪ɔ́ kúkù,Kuku fixed it (= CLl the ball),l o ɡ t̪ ɔ k u k u,train
lə̀gwɔ̀t̪ɔ́ kúkù,lə̀kwɔ̀t̪ɔ́ kúkù,n/a,l o ɡ o t̪ o k u k u,train
án ɔ́ɟɔ́ kárɔ́gɛ́ ùrnɔ̀ ŋgwɔ̀t̪ɔ́ lə́bò,ân ɔ́ɾɔ́ káɾɔ́gɛ́ ùrnɔ̀ ŋə̀kwɔ̀t̪ɔ́ lə́bó,n/a,a n o ɟ o k a r ʊ ɡ ɛ ʊ r n o ɡ o t̪ o l o b o,train
án ɔ́ɟɔ́ kárɔ́gɛ́ ùrnɔ̀ ŋgwɔ̀t̪ɔ́ lə́bò,ân ɔ́ɾɔ́ káɾɔ́gɛ́ ùrnɔ̀ ŋə̀kwɔ̀t̪ɔ́ lə́bó,n/a,ə n o ɟ o k a r ɡ ɛ ʊ r n o ɡ o t̪ o l o b o,train
án ɔ́ɟɔ́ kárɔ́gɛ́ ùrnɔ̀ ŋgwɔ̀t̪ɔ́ lə́bò,ân ɔ́ɾɔ́ káɾɔ́gɛ́ ùrnɔ̀ ŋə̀kwɔ̀t̪ɔ́ lə́bó,n/a,a n o ɟ ɔ k a r ʊ ɡ e ʊ r n ɔ ɡ o t̪ o l b u,train
án ɔ́ɟɔ́ kárɔ́gâbá gdɔ̀ɽðɔ̀t̪ɔ̀,ân ɔ́ɾɔ́ káɾɔ́gɛ́ kə́dɔ̀ɽðàt̪ɔ́,Who did grandpa say fixed it (the ball)? ,ə n o ɟ ɔ k a ɾ w a v a d̪ ə l d̪ ə t̪ o,train
án ɔ́ɟɔ́ kárɔ́gɛ́ úrnɔ́ gdɔ̀ɽðɔ̀t̪ɔ̀,ân ɔ́ɾɔ́ káɾɔ́gɛ́ úrnɔ̀ kə́dɔ̀ɽðàt̪ɔ́,Who did grandfather say fixed it (the ball)? ,ə n ɟ o k a ɾ ʊ ɡ ɛ ʊ r n o d̪ ə l ð ə t̪ o,train
án ɔ́ɟɔ́ kárɔ́gɛ́ úrnɔ̀ gdɔ̀ɽðɔ̀t̪ɔ̀,ân ɔ́ɾɔ́ káɾɔ́gɛ́ úrnɔ̀ kə́dɔ̀ɽðàt̪ɔ́,Who did grandfather say fixed it (the ball)? ,a n o ɟ k a r ʊ ɡ e u r n ɔ d̪ ɔ r ð ɔ t o,train
án ɔ́ɟɔ́ kárɔ́gɛ́ úrnɔ̀ ŋgɔ̀t̪ɔ́ ùnɛ̀rɛ̀,ân ɔ́ɾɔ́ káɾɔ́gɛ́ úrnɔ̀ ŋə̀kɔ̀t̪ɔ́ ùnɛ́ɾɛ́,Who did grandfather say repaired it (the ball)? ,a n o ɟ ɛ k a ɾ ɡ a u ɾ n ɔ ɡ ɔ t̪ o ʊ n e ɾ e,train
án ɔ́ɟɔ́ kárɔ́gɛ́ úrnɔ̀ ŋgɔ̀t̪ɔ́ ùnɛ̀rɛ̀,ân ɔ́ɾɔ́ káɾɔ́gɛ́ úrnɔ̀ ŋə̀kɔ̀t̪ɔ́ ùnɛ́ɾɛ́,n/a,a n o ɟ k a l o ɡ e u l n ɔ ɡ ɔ t o ʊ n e r e,train
lárɔ́lɛ́ ùrnɔ̀ lə̀gwɔ̀t̪ɔ́ ɔ́ɟɔ́ únɛ̀rɛ̀,láɾɔ́lɛ́ ùrnɔ̀ lə̀kwɔ̀t̪ɔ́ ɔ́ɾɔ́ únɛ́ɾɛ́,Who did grandfather say repaired it (= CLl the ball)?,l a r ʊ l l e ʊ r n ɔ l o ɡ ɔ t̪ ɔ o ɟ o ʊ n e r e,train
lárɔ́lɛ́ úrnɔ̀ lə̀gwɔ̀t̪ɔ́ ɔ́ɟɔ́ únɛ̀rɛ̀,láɾɔ́lɛ́ úrnɔ̀ lə̀kwɔ̀t̪ɔ́ ɔ́ɾɔ́ únɛ́ɾɛ́,Who did grandfather say repaired it (= CLl the ball)?,l a r o l e ʊ r n ɔ l v a t̪ o o ɟ a ʊ n e r e,train
lárɔ́lɛ́ úrnɔ̀ lə̀gwɔ̀t̪ɔ́ ɔ́ɟɔ́ únɛ̀rɛ̀,láɾɔ́lɛ́ úrnɔ̀ lə̀kwɔ̀t̪ɔ́ ɔ́ɾɔ́ únɛ́ɾɛ́,n/a,l a r ʊ l e ʊ r n ɔ l o ɡ ɔ t̪ o o ɟ o ʊ e ɾ e,train
lárɔ́lɛ́ úrnɔ̀ lə̀gwɔ̀t̪ɔ́ ɔ́ɟɔ́ únɛ̀rɛ̀,láɾɔ́lɛ́ úrnɔ̀ lə̀kwɔ̀t̪ɔ́ ɔ́ɾɔ́ únɛ́ɾɛ́,n/a,l a r o l e ʊ r n ɔ l o ɡ ɔ t̪ ɔ o ɟ o ʊ n e r e,train
án ɔ́ɟɔ́ kárɔ́gɛ́ úrnɔ́ kə̀dɔ̀ɽðɔ̀t̪ɔ́ lə́bò,ân ɔ́ɾɔ́ káɾɔ́gɛ́ úrnɔ̀ kə̀dɔ̀ɽðàt̪ɔ́ lə́bó,Who did grandfather say fixed the ball? ,a n o ɟ a ɡ a ɾ ɔ ɡ ə ʊ r n o k d̪ ə r d̪ ə t̪ o l o b u,train
àn ɔ́ɟɔ́ kárɔ́gɛ́ ûrnɔ̀ kə̀dɔ̀ɽðɔ̀t̪ɔ́ lə́bò,àn ɔ́ɾɔ́ káɾɔ́gɛ́ úrnɔ̀ kə̀dɔ̀ɽðàt̪ɔ́ lə́bó,Who did grandfather say fixed the ball? ,a n a ɟ a k a ʊ ɡ e o r n o k d̪ ə l d̪ ə t̪ o l b u,train
ùrnɔ̀ kàɾɔ́ kúkú ŋgɔ̀tɔ́ lə́bò,ùrnɔ̀ kàɾɔ́ kúkù ŋə́kɔ̀t̪ɔ́ lə́bó,grandfather said that Kuku fixed the ball,j a u r n o k a r o k ʊ k ʊ ŋ ɡ o t̪ o l o b o,train
ùrnɔ̀ kàɾɔ́ kúkú ŋgɔ̀tɔ́ lə́bò,ùrnɔ̀ kàɾɔ́ kúkù ŋə́kɔ̀t̪ɔ́ lə́bó,n/a,o r n a k a r o k u k u ɡ t̪ l b o,train
ùrnɔ̀ kàɾɔ́ kúkú ŋgɔ̀tɔ́ lə́bò,ùrnɔ̀ kàɾɔ́ kúkù ŋə́kɔ̀t̪ɔ́ lə́bó,n/a,o r n a k a r o k o k o ɡ ɔ t̪ a l e b o,train
ùrnɔ̀ kàɾɔ́ kúkú ŋgɔ̀tɔ́ lə́bó ùnɛ̀rɛ̀,ùrnɔ̀ kàɾɔ́ kúkù ŋə́kɔ̀t̪ɔ́ lə́bó ùnɛ́ɾɛ́,grandfather said that Kuku fixed the ball yesterday,o r n ɔ k a r o k ʊ k ʊ ŋ ɡ o t̪ ɔ l b o n e r e,train
ùrnɔ̀ kàɾɔ́ kúkú ŋgɔ̀tɔ́ lə́bó ùnɛ̀rɛ̀,ùrnɔ̀ kàɾɔ́ kúkù ŋə́kɔ̀t̪ɔ́ lə́bó ùnɛ́ɾɛ́,n/a,u r n o k a r o k u k ɔ ŋ ɡ ɔ t̪ ɔ l b o o n a r e,train
ùrnɔ̀ kàɾɔ́ lə̀gɔ̀tɔ́ kúkù,ùrnɔ̀ kàɾɔ́ lə̀kɔ̀t̪ɔ́ kúkù,n/a,u r n k a r o l o t̪ o k u k ʊ,train
làɾɔ́lɛ́ ùrnɔ̀ lə̀gɔ̀tɔ́ kúkù,làɾɔ́lɛ́ ùrnɔ̀ lə̀kɔ̀t̪ɔ́ kúkù,grandfather said that Kuku fixed it (=CLl the ball),l a r ɔ l e o r n a l o ɡ a t̪ e k o k u,train
làɾɔ́lɛ́ ùrnɔ̀ lə̀gɔ̀tɔ́ kúkù,làɾɔ́lɛ́ ùrnɔ̀ lə̀kɔ̀t̪ɔ́ kúkù,n/a,l a r o l l e ʊ r n o l o ɡ ɔ t̪ o k ʊ k ʊ,train
làɾɔ́lɛ́ ùrnɔ̀ lə̀gɔ̀tɔ́ kúkù,làɾɔ́lɛ́ ùrnɔ̀ lə̀kɔ̀t̪ɔ́ kúkù,n/a,l a r o l e u r n o l o ɡ ɔ t̪ o k u k u,train
làɾɔ́lɛ́ ùrnɔ̀ lə̀gɔ̀tɔ́ kúkù,làɾɔ́lɛ́ ùrnɔ̀ lə̀kɔ̀t̪ɔ́ kúkù,n/a,l a r o l l e ʊ r n o l o ɡ a t̪ o k ʊ k ʊ,train
làɾɔ́lɛ́ ùrnɔ̀ lə̀gɔ̀tɔ́ kúkù,làɾɔ́lɛ́ ùrnɔ̀ lə̀kɔ̀t̪ɔ́ kúkù,n/a,l a r ɔ l l e u r n ɔ l ɡ ɔ t o k o k o,train
ùrnɔ̀ ŋgáɾǎ kúkú ŋgájǎ ðàŋàlà ndɔ̀bà,ùrnɔ̀ ŋgáɾà kúkù ŋgájà ðàŋàlà nd̪ɔ̀bà,grandfather will say that Kuku will eat sheep tomorrow,ɔ n ŋ ɡ a ɾ a k ʊ k ʊ ɡ a j a d̪ ŋ a d̪ a d̪ o b a,train
ùrnɔ̀ ŋgáɾǎ kúkú ŋgájǎ ðà ðàŋàlà ndɔ̀bà,ùrnɔ̀ ŋgáɾà kúkù ŋgájà ðà ðàŋàlà nd̪ɔ̀bà,grandfather will say that Kuku will eat sheep tomorrow,ʊ r n o ŋ ɡ a ɾ a k ʊ k ʊ ŋ ɡ a j a ð a l a ŋ a l a d̪ o b a,train
ùrnɔ̀ ŋgáɾà kúkú ŋgájá ðàŋàlà ndɔ̀bà,ùrnɔ̀ ŋgáɾà kúkù ŋgájà ðàŋàlà nd̪ɔ̀bà,grandfather will say that Kuku will eat sheep tomorrow,ʊ r n o ŋ ɡ a r a k u k ʊ ŋ ɡ a j a d̪ a ŋ a l a n d̪ o v a,train
t̪ʊ̀lí ðə̀nɔ̀nɔ́ ŋɛ́nɛ̀,t̪òlé ðə̀nɔ̀nɔ́ ŋɛ́ ńɛ̀,the lion watched the dog,t̪ o l e t̪ n o n ə ŋ i n e,train
t̪ʊ̀lí ðə̀nɔ̀nɔ́ ŋɛ́nɛ̀,t̪òlé ðə̀nɔ̀nɔ́ ŋɛ́ ńɛ̀,n/a,t̪ o l e ð n a n o ŋ e n e,train
t̪ʊ̀lí t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ̀,t̪òlé t̪ə̀nɔ̀nɔ́ ŋɛ́ ńɛ̀,the lion watched the dog,t̪ o l e t̪ n a n o ŋ i n e,train
t̪ʊ̀lí ðə̀nɔ̀nɔ́ ŋɛ́nɛ̀,t̪òlé ðə̀nɔ̀nɔ́ ŋɛ́ ńɛ̀,n/a,t̪ o l e d̪ n o n o ŋ ɪ n e,train
t̪ʊ̀lí ðə̀nɔ̀nɔ̀ ŋɛ̀nɛ̀,t̪òlé ðə̀nɔ̀nɔ́ ŋɛ̀ ńɛ̀,the lion watched the dog,t̪ o l e t̪ n o n o ŋ ɪ n e,train
ŋɛ́n nə̀nɔ̀nɔ́ t̪ʊ́lì,ŋɛ́n nə̀nɔ̀nɔ́ t̪ólé,the lion watched the dog / the dog was watched by the lion,ŋ e n ɡ n o n o t̪ o l e,train
ŋɛ́n nə̀nɔ̀nɔ́ t̪ʊ́lì,ŋɛ́n nə̀nɔ̀nɔ́ t̪ólé,n/a,ɲ e n m n o n o t̪ o l i,train
ŋɛ́n nə̀nɔ̀nɔ́ t̪ʊ́lí ùnɛ̀rɛ̀,ŋɛ́n nə̀nɔ̀nɔ́ t̪ólé ùnɛ́ɾɛ́,the lion watched the dog yesterday / the dog was watched by the lion yesterday,ɲ e n n o n o t̪ o l e ʊ e r,train
ŋɛ́n nə̀nɔ̀nɔ́ t̪ʊ́lí ùnɛ̀rɛ̀,ŋɛ́n nə̀nɔ̀nɔ́ t̪ólé ùnɛ́ɾɛ́,n/a,ŋ e ŋ ɡ n o n o t̪ o l e ʊ e r e,train
t̪ʊ̀lí t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ dɛ̀,t̪òlé t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ dɛ̀,the lion did not watch the dog,t̪ o l i ð n a n o ŋ i n e d e,train
t̪ʊ̀lí t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ dɛ̀,t̪òlé t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ dɛ̀,n/a,t̪ ɛ l e t̪ n o o ŋ i n e d̪ e,train
t̪ʊ̀lí t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ dɛ̀,t̪òlé t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ dɛ̀,n/a,f o l e t̪ n a a ɲ i n d e,train
t̪ʊ̀lí t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ ùnɛ̀rɛ̀ dɛ̀,t̪òlé t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ ùnɛ́ɾɛ́ dɛ̀,the lion did not watch the dog yesterday,i a t̪ ɔ l ə t̪ n a n a ŋ ɡ ɪ n e u n ɛ r d ə,train
t̪ʊ̀lí t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ ùnɛ̀rɛ̀,t̪òlé t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ ùnɛ́ɾɛ́,the lion did not watch the dog yesterday,t̪ o ɾ e t̪ n o n o ŋ ɡ ɪ n e u n e ɾ e,train
t̪ʊ̀lí t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ ùnɛ̀rɛ̀,t̪òlé t̪ə̀nɔ̀nɔ́ ŋɛ́nɛ́ ùnɛ́ɾɛ́,n/a,t̪ o l e t̪ n a n a ŋ i n e u n e r e,train
ŋɛ́n nə̀nɔ̀nɔ́ t̪ʊ́lí dɛ̀,ŋɛ́n nə̀nɔ̀nɔ́ t̪ólé dɛ̀,the lion did not watch the dog  / the dog was not watched by the lion ,ŋ ɛ n a n a t̪ o l e d e,train
ŋɛ́n nə̀nɔ̀nɔ́ t̪ʊ́lí dɛ̀,ŋɛ́n nə̀nɔ̀nɔ́ t̪ólé dɛ̀,n/a,ɲ e n n n o p o l e d e,train
ŋɛ́n nə̀nɔ̀nɔ́ t̪ʊ́lí ùnɛ̀rɛ̀ dɛ̀,ŋɛ́n nə̀nɔ̀nɔ́ t̪ólé ùnɛ́ɾɛ́ dɛ̀,the lion did not watch the dog yesterday  / the dog was not watched by the lion yesterday,ŋ i n n a n ɔ t̪ ɔ l e ʊ ɛ r d e,train
