,src,ref,mBART_hand_label_pred,canary_pred
246,lɔ̀bìðí bacʊm,They met with the fox,(The prison is big),"Hypothesis(score=0.0, y_sequence=tensor([1753, 2045, 1172, 1379, 1169, 1235, 2029, 1157, 2044, 1364, 1475, 1197,
        1301, 2048]), text='They will melt away from me.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
247,kə́nà àprí jə̀gàràt̪ɔ́ ðówɛ́ nɛ̀ lə̀və́r lɛ́ðɛ́t̪ɛ̀n,Every boy broke a stick in his father's field,every boy broke the stick in the field,"Hypothesis(score=0.0, y_sequence=tensor([1175, 1369, 2045, 1191, 1690, 1191, 1209, 1331, 1203, 1158, 2027, 2044,
        2049, 1201, 1203, 1190, 1180, 1457]), text='every boy broke the sswk in the field', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
248,jígíɲàt̪ɔ̀,I broke,I broke,"Hypothesis(score=0.0, y_sequence=tensor([1258, 1191, 1209, 1331, 1203, 1164, 1407, 1410]), text='I broke the cloth', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
249,íjìbí ɔ́ɾà kɛ́ kúkù ŋà,I married Kuku's sister,I come/am from Kuku,"Hypothesis(score=0.0, y_sequence=tensor([1258, 1172, 1379, 1191, 1167, 1746, 1358, 2032, 2049, 2032, 2051, 2027,
        1191, 1246]), text=""I will break Kuku's bed"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
250,íjìbí ɔ́ɾà kɛ́ kúkú,I married Kuku's sister,I come/am from Kuku,"Hypothesis(score=0.0, y_sequence=tensor([1258, 1191, 1209, 1331, 1358, 2032, 2049, 2032, 2051, 2027, 1191, 1246]), text=""I broke Kuku's bed"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
251,kɔ́t̪ɔ́ ìrɔ́ íjùn,Braid her hair. ,Braid your hair.,"Hypothesis(score=0.0, y_sequence=tensor([1288, 1218, 1244, 1205, 1237, 1292, 1213, 2048]), text='Braid your hair.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
252,kɔ́t̪ɔ́ ìrɔ́,Braid hair. ,Braid your hair!,"Hypothesis(score=0.0, y_sequence=tensor([1288, 1218, 1244, 1205, 1237, 1292, 1213, 2117, 2023, 2122, 2041, 1174,
        1157, 2044, 1364, 2121]), text='Braid your hair! (far away)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
253,kɔ̀t̪á ìrɔ́ íjùn,Braid her hair (far away).,Braid yourself (far away).,"Hypothesis(score=0.0, y_sequence=tensor([1288, 1218, 1244, 1205, 1237, 1292, 1213, 2117, 2023, 2122, 2041, 1174,
        1157, 2044, 1364, 2121]), text='Braid your hair! (far away)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
254,lákɔ̀t̪ìnɔ́,They will braid themselves (far away),They will braid themselves (far away),"Hypothesis(score=0.0, y_sequence=tensor([1753, 2045, 1172, 1379, 1191, 1218, 1244, 1203, 1292, 1213, 2048]), text='They will braid the hair.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
255,ŋɔ̀ɽíŋgɔ̀,adult donkey,The donkey is fat,"Hypothesis(score=0.0, y_sequence=tensor([1397, 1331, 2045, 2027]), text='donkeys', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
256,ɲɔ̀ɽíŋgɔ́,donkeys,the donkey is big,"Hypothesis(score=0.0, y_sequence=tensor([1397, 1331, 2045, 2027]), text='donkeys', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
257,ábró t̪ɜ́wə̀nì,Jump now.,‘Wait now!’,"Hypothesis(score=0.0, y_sequence=tensor([1387, 1261, 2038, 1901, 2117, 2023, 2122, 2026, 2044, 1364, 2121]), text='Jump now! (away)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
258,ábró t̪ɜ́wə̀nì,Jump now.,‘Wait now!’,"Hypothesis(score=0.0, y_sequence=tensor([1387, 1261, 2038, 1901, 2117, 2023, 2122, 2026, 2044, 1364, 2121]), text='Jump now! (away)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
259,àbrá t̪ɜ́wə̀nì,Jump now (far away or towards).,brá now (far away),"Hypothesis(score=0.0, y_sequence=tensor([1222, 1261, 2038, 1901, 2117, 2023, 2122, 2041, 1174, 2121]), text='jump now! (far)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
260,t̪ʊ̀lí t̪ìðìɲàcì,The lion scares me.,the lion was instructed by God,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1163, 1226, 1366, 1191, 1167, 1746, 1219, 1203, 1316, 2039]), text='The lion was breaking the log', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
261,t̪ìðìɲîŋì t̪ʊ̀lí t̪ìðìɲîŋì,"It scares me, the lion scares/scared me.",the lion scares me the lion bites me,"Hypothesis(score=0.0, y_sequence=tensor([1294, 2031, 1158, 1652, 1185, 1165, 1203, 1163, 1226]), text='To scratch the lion', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
262,náŋîðɛ̀ŋɛ̀cí,He scares me away from (denies me from)...,you (sg) waited,"Hypothesis(score=0.0, y_sequence=tensor([1316, 1627, 1157, 2041, 1272, 1301, 2117]), text='look after me!', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
263,ǎn kə̀ɽìɲáɲàggɛ̀ náŋìðɛ̀ɲɛ̀cì ðíjà ɛ̀ðɛ́,"When we hunt/kill together, he denies me from eating meat.","When we hunt/kill together, we (incl) hunt deer.","Hypothesis(score=0.0, y_sequence=tensor([1326, 1153, 1258, 1262, 1630, 2034, 1687, 2027, 1235, 2041, 1172, 1437,
        1687, 1475, 1282, 2034]), text='when I killed myself with my friend', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
264,wɛ́ ànt̪á kájt̪ìŋì,It's what makes me...,Then when he arrived,"Hypothesis(score=0.0, y_sequence=tensor([1308, 2036, 1302, 1154, 1244, 1687, 1475, 1282, 2034, 1451, 2086]), text='Where did my friend go?', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
265,ɔ́ɽɔ́ t̪ə̀màn,Run fast!,Cough now!,"Hypothesis(score=0.0, y_sequence=tensor([1391, 1463, 1195, 1253, 1256]), text='heistle often', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
266,àpá súɽú t̪ə̀wə̀nì,Bring the beer here now (towards speaker),Bring the beer now! (away),"Hypothesis(score=0.0, y_sequence=tensor([1288, 2030, 1219, 1203, 1263, 1155, 1901, 2117]), text='Bring the beer now!', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
267,ápɔ́ súɽú t̪ə̀wə̀nì,Bring the beer now (away from speaker),Bring the beer now!,"Hypothesis(score=0.0, y_sequence=tensor([1288, 2030, 1219, 1301, 1709, 2049, 1229, 2027, 1901, 2117]), text='Bring me baskets now!', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
268,làpɔ́ súɽù,They brought the beer,They brought the beer,"Hypothesis(score=0.0, y_sequence=tensor([1753, 2045, 1172, 1379, 1699, 1219, 1203, 1263, 1155, 2023, 2122, 2041,
        1174, 2121]), text='They will bring the beer (far)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
269,làpɔ́ súɽú,They brought the beer,They brought the beer,"Hypothesis(score=0.0, y_sequence=tensor([1753, 2045, 1172, 1379, 1699, 1219, 1203, 1263, 1155]), text='They will bring the beer', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
270,lápɔ́ súɽù,They will bring the beer,bring the beer (towards speaker),"Hypothesis(score=0.0, y_sequence=tensor([1753, 2045, 1172, 1379, 1699, 1219, 1203, 1263, 1155, 2012, 1179, 1209,
        2044, 2048, 2023, 2122, 2041, 1174, 2121]), text='They will bring the beer tomorrow. (far)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
271,jɛ́wàjí ré ɛ́rɛ̀ɲì,I washed MY hands,I washed my hands,"Hypothesis(score=0.0, y_sequence=tensor([1267, 2045, 1393, 1711, 1239, 1169, 1849]), text='My mother is made', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
272,jɛ́vlɛ̀cɜ̀cí kúkùŋ lɛ̀ŋgɛ̀n,I visited Kuku's mother,I visited Kuku's mother for him,"Hypothesis(score=0.0, y_sequence=tensor([1258, 1872, 1177, 1246, 1358, 2032, 2049, 2032, 1901]), text='I visited Kuku now', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
273,jɛ́vlɛ̀cɜ̀cí kúkùŋú lɛ̀ŋgɛ̀n,I visited Kuku's mother,I visited Kuku's mother for him,"Hypothesis(score=0.0, y_sequence=tensor([1258, 1872, 1177, 1246, 1358, 2032, 2049, 2032, 1340, 1712, 1393, 1711]), text='I visited Kuku for his mother', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
274,jɛ́vlɛ̀cìt̪ɔ́ kúkùŋú lɛ́ŋ̀gɛ́n ígùn,I visited (his/her/Kuku's) mother for Kuku,I visited Kuku's mother for him,"Hypothesis(score=0.0, y_sequence=tensor([1258, 1872, 1177, 1246, 1358, 2032, 2049, 2032, 2051, 2027, 1393, 1711,
        1340, 1186, 1266]), text=""I visited Kuku's mother for him"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
275,jɛ́vlɛ̀cɜ̀cí kúkùŋú lɛ́ŋgɛ́n ígùn,I visited Kuku's mother,I visited Kuku's mother for him,"Hypothesis(score=0.0, y_sequence=tensor([1258, 1872, 1177, 1246, 1358, 2032, 2049, 2032, 2051, 2027, 1393, 1711,
        1340, 1712, 1956]), text=""I visited Kuku's mother for his mom"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
276,áɾɔ́ íŋgárɛ́ kílì,"Say, ""I went to the market!""","Say, ""I went to the market""!","Hypothesis(score=0.0, y_sequence=tensor([1215, 1364, 2043, 2023, 2102, 2060, 1172, 1182, 1221, 1358, 1379, 2028,
        2117, 2102]), text='Say, ""I went to Killi!""', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
277,àɾá ɔ̀ɽcâ,"Say, ""Jump""! (far away)",Say something! (ventive),"Hypothesis(score=0.0, y_sequence=tensor([1451, 1221, 1222, 1261, 2038]), text='go to jump', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
278,wɛ́ nnɔ́ bácúm t̪ǎ,When the fox heard that,When the fox heard that,"Hypothesis(score=0.0, y_sequence=tensor([1308, 1476, 1203, 1638, 2054, 1391, 1525, 1183, 1185]), text='When the fox heard that', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
